id,X_Minimum,X_Maximum,Y_Minimum,Y_Maximum,Pixels_Areas,X_Perimeter,Y_Perimeter,Sum_of_Luminosity,Minimum_of_Luminosity,Maximum_of_Luminosity,Length_of_Conveyer,TypeOfSteel_A300,TypeOfSteel_A400,Steel_Plate_Thickness,Edges_Index,Empty_Index,Square_Index,Outside_X_Index,Edges_X_Index,Edges_Y_Index,Outside_Global_Index,Orientation_Index,Luminosity_Index,SigmoidOfAreas,fault_type
769,321,328,294032,294036,17,7,4,2183,121,135,1358,0,1,50,0.4728,0.3929,0.5714,0.0052,1.0,1.0,0.0,-0.4286,0.0032,0.1384,Stains
292,69,81,2001776,2001794,119,20,18,11516,84,117,1352,1,0,70,0.1021,0.4491,0.6667,0.0089,0.6,1.0,1.0,0.3333,-0.244,0.3601,Z_Scratch
553,55,174,327823,327870,3437,163,82,354240,45,126,1360,0,1,40,0.0809,0.3855,0.395,0.0875,0.7301,0.5732,0.0,-0.605,-0.1948,1.0,K_Scatch
584,39,200,718174,718237,6181,209,117,638448,44,127,1356,0,1,40,0.0575,0.3906,0.3913,0.1187,0.7703,0.5385,0.0,-0.6087,-0.193,1.0,K_Scatch
750,1209,1218,1351649,1351652,14,10,4,1808,122,136,1356,0,1,50,0.2035,0.4815,0.3333,0.0066,0.9,0.75,0.0,-0.6667,0.0089,0.1376,Stains
559,42,180,388190,388236,4019,191,102,417578,41,125,1360,0,1,40,0.0618,0.3669,0.3333,0.1015,0.7225,0.451,0.0,-0.6667,-0.1883,1.0,K_Scatch
1217,1057,1084,3373856,3373874,168,44,26,16835,86,125,1364,1,0,80,0.4106,0.6543,0.6667,0.0198,0.6136,0.6923,0.0,-0.3333,-0.2171,0.7729,Bumps
160,37,53,50442,50467,226,33,31,25563,100,132,1354,1,0,70,0.0547,0.435,0.64,0.0118,0.4848,0.8065,1.0,0.36,-0.1163,0.6574,Z_Scratch
1651,453,471,1395724,1395753,366,34,29,37407,80,132,1360,0,1,130,0.6662,0.2988,0.6207,0.0132,0.5294,1.0,1.0,0.3793,-0.2015,0.8123,Other_Faults
925,213,223,625577,625588,87,16,11,9527,84,132,1692,1,0,60,0.2518,0.2091,0.9091,0.0059,0.625,1.0,1.0,0.0909,-0.1445,0.2173,Bumps
1199,377,434,1171429,1171441,181,83,34,23075,113,151,1370,1,0,80,0.5504,0.7354,0.2105,0.0416,0.6867,0.3529,0.0,-0.7895,-0.004,0.9272,Bumps
653,41,218,2134009,2134076,6277,286,147,647965,40,126,1358,0,1,40,0.0604,0.4707,0.3785,0.1303,0.6189,0.4558,0.0,-0.6215,-0.1935,1.0,K_Scatch
308,45,53,2409503,2409518,88,13,15,8123,81,110,1354,1,0,70,0.0665,0.2667,0.5333,0.0059,0.6154,1.0,1.0,0.4667,-0.2788,0.2288,Z_Scratch
941,1005,1030,2315017,2315030,204,30,17,22388,95,124,1690,1,0,60,0.7811,0.3723,0.52,0.0148,0.8333,0.7647,0.0,-0.48,-0.1426,0.5378,Bumps
1509,1589,1601,3051375,3051391,87,33,19,10070,108,127,1690,0,1,70,0.1053,0.5469,0.75,0.0071,0.3636,0.8421,1.0,0.25,-0.0957,0.3241,Other_Faults
1278,1611,1619,1671950,1671963,69,10,14,5361,63,93,1656,1,0,80,0.0447,0.3365,0.6154,0.0048,0.8,0.9286,1.0,0.3846,-0.393,0.2105,Other_Faults
1250,651,666,11150448,11150470,238,23,22,25516,78,127,1364,0,1,40,0.9546,0.2788,0.6818,0.011,0.6522,1.0,1.0,0.3182,-0.1624,0.5461,Bumps
1590,419,427,261033,261064,185,15,31,20399,97,124,1687,0,1,200,0.4967,0.254,0.2581,0.0047,0.5333,1.0,1.0,0.7419,-0.1386,0.4106,Other_Faults
1513,1613,1627,3225473,3225496,137,32,25,15359,103,126,1692,0,1,70,0.0768,0.5745,0.6087,0.0083,0.4375,0.92,1.0,0.3913,-0.1241,0.5329,Other_Faults
1100,1338,1346,7851,7865,60,13,14,5577,86,102,1366,0,1,185,0.0293,0.4643,0.5714,0.0059,0.6154,1.0,1.0,0.4286,-0.2738,0.2195,Bumps
1144,1494,1506,547500,547511,102,15,11,9367,77,110,1696,1,0,80,0.2241,0.2273,0.9167,0.0071,0.8,1.0,0.0,-0.0833,-0.2826,0.2432,Bumps
1163,1203,1218,75224,75234,109,18,11,11425,71,133,1684,1,0,70,0.5534,0.2733,0.6667,0.0089,0.8333,0.9091,0.0,-0.3333,-0.1811,0.266,Bumps
728,203,342,55774,55824,3333,173,87,246531,35,95,1666,0,1,40,0.2437,0.5204,0.3597,0.0834,0.8035,0.5747,0.0,-0.6403,-0.4221,1.0,K_Scatch
1002,673,695,890920,890940,290,28,22,26213,43,124,1710,1,0,100,0.7871,0.3409,0.9091,0.0129,0.7857,0.9091,0.0,-0.0909,-0.2938,0.7147,Bumps
1164,630,649,96205,96225,254,26,20,28955,89,135,1684,1,0,70,0.7482,0.3316,0.95,0.0113,0.7308,1.0,1.0,0.05,-0.1094,0.6268,Bumps
47,958,964,3550754,3550771,71,11,17,7502,91,124,1682,1,0,60,0.8537,0.3039,0.3529,0.0036,0.5454,1.0,1.0,0.6471,-0.1745,0.2083,Pastry
995,1345,1358,5550892,5550899,51,14,11,6525,120,141,1650,1,0,69,0.3539,0.4396,0.5385,0.0079,0.9286,0.6364,0.0,-0.4615,-0.0005,0.1965,Bumps
841,625,636,1970774,1970877,716,74,103,80541,97,134,1364,0,1,100,0.9164,0.3681,0.1068,0.0081,0.1487,1.0,1.0,0.8932,-0.1212,0.9961,Dirtiness
999,1261,1273,1592233,1592247,102,24,15,13464,118,149,1650,1,0,100,0.457,0.3929,0.8571,0.0073,0.5,0.9333,1.0,0.1429,0.0313,0.2901,Bumps
616,41,216,1669152,1669220,6422,278,138,670952,43,126,1358,0,1,40,0.0604,0.4603,0.3886,0.1289,0.6295,0.4927,0.0,-0.6114,-0.1838,1.0,K_Scatch
1476,810,824,11569824,11569844,190,18,20,22158,102,132,1360,0,1,40,0.7882,0.3214,0.7,0.0103,0.7778,1.0,1.0,0.3,-0.0889,0.463,Other_Faults
1331,979,989,891060,891079,107,18,19,12543,110,132,1372,0,1,40,0.5583,0.4368,0.5263,0.0073,0.5556,1.0,1.0,0.4737,-0.0842,0.3212,Other_Faults
1315,71,79,471955,472005,230,22,50,23697,93,118,1353,0,1,185,0.105,0.425,0.16,0.0059,0.3636,1.0,1.0,0.84,-0.1951,0.6574,Other_Faults
586,41,194,743010,743076,5695,211,136,588714,40,126,1358,0,1,40,0.0604,0.436,0.4314,0.1127,0.7251,0.4853,0.0,-0.5686,-0.1924,1.0,K_Scatch
339,1214,1222,737538,737568,147,28,31,16908,105,133,1362,0,1,175,0.2056,0.3875,0.2667,0.0059,0.2857,0.9677,1.0,0.7333,-0.1014,0.3977,Z_Scratch
1873,63,92,3212692,3212695,58,29,10,7618,100,165,1690,1,0,70,0.0746,0.3333,0.1035,0.0172,1.0,0.3,0.0,-0.8965,0.0261,0.1923,Other_Faults
643,41,218,2002718,2002782,6944,256,113,723643,41,124,1358,0,1,40,0.0604,0.387,0.3616,0.1303,0.6914,0.5664,0.0,-0.6384,-0.1858,1.0,K_Scatch
1599,1258,1270,422864,422886,184,21,24,16987,85,103,1353,0,1,70,0.1227,0.303,0.5454,0.0089,0.5714,0.9167,1.0,0.4545,-0.2787,0.4366,Other_Faults
1340,277,292,1151809,1151838,217,32,32,25231,107,126,1376,0,1,40,0.4026,0.5012,0.5172,0.0109,0.4688,0.9063,1.0,0.4828,-0.0916,0.7079,Other_Faults
1839,40,56,15755,15765,102,17,10,17813,162,189,1353,0,1,100,0.0591,0.3625,0.625,0.0118,0.9412,1.0,0.0,-0.375,0.3643,0.2792,Other_Faults
1926,1053,1063,173208,173226,68,26,18,8717,120,141,1366,0,1,185,0.4436,0.6222,0.5556,0.0073,0.3846,1.0,1.0,0.4444,0.0015,0.3068,Other_Faults
629,37,217,1825287,1825355,6605,310,151,684731,38,126,1356,0,1,40,0.0546,0.4604,0.3778,0.1327,0.5806,0.4503,0.0,-0.6222,-0.1901,1.0,K_Scatch
1507,1230,1244,86773,86815,279,58,51,35410,118,141,1396,0,1,120,0.2178,0.5255,0.3333,0.01,0.2414,0.8235,1.0,0.6667,-0.0085,0.8705,Other_Faults
444,39,211,1292132,1292303,12012,607,362,1381722,30,141,1398,0,1,40,0.0558,0.5916,0.9942,0.123,0.2834,0.4724,0.0,-0.0058,-0.1013,1.0,K_Scatch
1077,681,692,564704,564721,147,17,17,14809,78,118,1358,0,1,50,0.9808,0.2139,0.6471,0.0081,0.6471,1.0,1.0,0.3529,-0.213,0.3168,Bumps
770,323,334,367324,367330,28,11,7,3576,120,135,1358,0,1,50,0.4757,0.5758,0.5454,0.0081,1.0,0.8571,0.0,-0.4545,-0.0022,0.1715,Stains
1062,1215,1223,1940686,1940699,66,10,13,7467,101,123,1624,1,0,70,0.4938,0.3654,0.6154,0.0049,0.8,1.0,1.0,0.3846,-0.1161,0.2105,Bumps
1895,773,801,2240409,2240422,207,34,23,26766,114,143,1668,1,0,100,0.9269,0.4313,0.4643,0.0168,0.8235,0.5652,0.0,-0.5357,0.0102,0.6015,Other_Faults
762,1182,1185,171874,171878,8,3,4,958,108,135,1362,0,1,50,0.2599,0.3333,0.75,0.0022,1.0,1.0,1.0,0.25,-0.0645,0.1262,Stains
1463,1167,1192,294065,294091,451,33,27,42862,25,132,1354,0,1,40,0.2393,0.3061,0.9615,0.0185,0.7576,0.963,1.0,0.0385,-0.2575,0.9104,Other_Faults
1151,91,178,815573,815711,3234,198,207,348957,75,141,1692,1,0,80,0.1076,0.7306,0.6304,0.0514,0.4394,0.6667,1.0,0.3696,-0.157,1.0,Bumps
1494,243,254,205684,205730,305,37,46,14320,7,86,1692,0,1,300,0.2872,0.3972,0.2391,0.0065,0.2973,1.0,1.0,0.7609,-0.6332,0.7955,Other_Faults
703,41,210,4383746,4383803,5499,298,138,581466,43,125,1358,0,1,40,0.0604,0.4291,0.3373,0.1244,0.5671,0.413,0.0,-0.6627,-0.1739,1.0,K_Scatch
1193,1160,1168,1225386,1225405,63,21,19,7273,107,126,1320,0,1,40,0.2303,0.5855,0.4211,0.0061,0.381,1.0,1.0,0.5789,-0.0981,0.2686,Bumps
1612,974,985,3149617,3149629,101,15,12,10160,66,133,1692,1,0,70,0.8357,0.2349,0.9167,0.0065,0.7333,1.0,1.0,0.0833,-0.2141,0.2432,Other_Faults
1763,95,169,338690,338716,563,109,59,66987,107,135,1358,0,1,175,0.1399,0.7074,0.3514,0.0545,0.6789,0.4407,0.0,-0.6486,-0.0705,1.0,Other_Faults
1682,153,163,28527,28542,91,16,16,9860,103,118,1364,0,1,40,0.2243,0.3933,0.6667,0.0073,0.625,0.9375,1.0,0.3333,-0.1535,0.266,Other_Faults
519,41,181,2542022,2542072,4635,226,128,491662,38,127,1400,0,1,40,0.0586,0.3379,0.3571,0.1,0.6195,0.3906,0.0,-0.6429,-0.1713,1.0,K_Scatch
426,41,222,1018714,1018885,16220,780,453,1877827,19,141,1400,0,1,40,0.0586,0.476,0.9448,0.1293,0.2321,0.3775,0.0,-0.0553,-0.0955,1.0,K_Scatch
676,130,188,2638000,2638062,1685,181,101,208514,115,135,1358,0,1,40,0.1915,0.5314,0.9355,0.0427,0.3204,0.6139,1.0,0.0645,-0.0332,1.0,K_Scatch
686,39,212,2786940,2787008,5969,300,154,622528,42,126,1358,0,1,40,0.0574,0.4926,0.3931,0.1274,0.5767,0.4416,0.0,-0.6069,-0.1852,1.0,K_Scatch
917,532,544,3581245,3581267,148,25,23,16061,91,127,1686,1,0,60,0.6311,0.4394,0.5454,0.0071,0.48,0.9565,1.0,0.4545,-0.1522,0.4366,Bumps
1577,649,661,911696,911833,806,61,140,87496,83,132,1687,1,0,80,0.7694,0.5097,0.0876,0.0071,0.1967,0.9786,1.0,0.9124,-0.1519,0.9999,Other_Faults
1089,522,528,281944,281958,57,8,14,6661,110,125,1362,0,1,40,0.7665,0.3214,0.4286,0.0044,0.75,1.0,1.0,0.5714,-0.087,0.1892,Bumps
483,39,192,1831860,1832017,11809,621,400,1367596,36,141,1400,0,1,40,0.0557,0.5084,0.9745,0.1093,0.2464,0.3925,1.0,0.0255,-0.0952,1.0,K_Scatch
9,74,90,779144,779308,1506,46,167,180215,53,143,1687,0,1,150,0.0877,0.4261,0.0976,0.0095,0.3478,0.982,1.0,0.9024,-0.0651,1.0,Pastry
501,41,189,2215354,2215404,4881,239,110,513464,40,127,1404,0,1,40,0.0584,0.3404,0.3378,0.1054,0.6192,0.4545,0.0,-0.6622,-0.1781,1.0,K_Scatch
961,143,151,3986260,3986268,51,10,8,5716,102,125,1694,1,0,70,0.1688,0.2031,1.0,0.0047,0.8,1.0,0.5,0.0,-0.1244,0.1696,Bumps
1734,9,20,1214727,1214748,140,13,23,14835,82,124,1373,0,1,40,0.0131,0.3939,0.5238,0.008,0.8461,0.913,1.0,0.4762,-0.1722,0.3834,Other_Faults
1085,733,740,4022585,4022595,61,10,10,6588,91,119,1668,0,1,40,0.8789,0.1286,0.7,0.0042,0.7,1.0,1.0,0.3,-0.1563,0.1753,Bumps
1635,1568,1578,698409,698420,89,12,11,8193,78,103,1652,1,0,80,0.0896,0.1909,0.9091,0.006,0.8333,1.0,1.0,0.0909,-0.2808,0.2173,Other_Faults
375,933,940,612662,612672,52,9,10,8857,161,182,1387,0,1,40,0.6446,0.2571,0.7,0.005,0.7778,1.0,1.0,0.3,0.3307,0.1753,K_Scatch
1749,605,736,2066548,2066684,1981,219,206,230693,104,127,1387,0,1,40,0.8724,0.8888,0.9632,0.0944,0.5982,0.6602,1.0,0.0368,-0.0902,1.0,Other_Faults
1231,1116,1151,4387848,4387862,175,53,32,20658,104,134,1364,1,0,80,0.3123,0.6429,0.4,0.0257,0.6604,0.4375,0.0,-0.6,-0.0778,0.7776,Bumps
623,39,218,1750768,1750835,6543,279,160,679238,39,125,1358,0,1,40,0.0574,0.4544,0.3743,0.1318,0.6416,0.4187,0.0,-0.6257,-0.189,1.0,K_Scatch
1170,1073,1088,433186,433198,143,15,12,14669,61,127,1686,1,0,70,0.7094,0.2056,0.8,0.0089,1.0,1.0,0.0,-0.2,-0.1986,0.3068,Bumps
1072,559,571,1975680,1975691,75,15,11,8166,89,140,1352,1,0,80,0.8269,0.4318,0.9167,0.0089,0.8,1.0,0.0,-0.0833,-0.1494,0.2432,Bumps
322,0,16,2724583,2724595,111,20,21,6323,41,70,1356,1,0,70,0.0,0.4219,0.75,0.0118,0.8,0.5714,0.0,-0.25,-0.555,0.3241,Z_Scratch
1443,434,446,2688956,2688969,119,16,13,13108,81,132,1658,1,0,100,0.5235,0.2372,0.9231,0.0072,0.75,1.0,1.0,0.0769,-0.1394,0.2739,Other_Faults
421,142,167,947849,947878,354,67,47,44478,120,134,1400,0,1,40,0.2029,0.5117,0.8621,0.0179,0.3731,0.617,1.0,0.1379,-0.0184,0.9437,K_Scatch
258,116,126,1536604,1536631,155,24,27,16678,96,120,1356,1,0,70,0.1711,0.4259,0.3704,0.0074,0.4167,1.0,1.0,0.6296,-0.1594,0.4465,Z_Scratch
277,42,55,1798152,1798172,170,25,21,16633,84,116,1356,1,0,70,0.0619,0.3462,0.65,0.0096,0.52,0.9524,1.0,0.35,-0.2356,0.43,Z_Scratch
1863,1335,1668,2191536,2191539,795,333,62,95390,77,167,1692,1,0,70,0.0284,0.2042,0.009,0.1968,1.0,0.0484,0.0,-0.991,-0.0626,0.9905,Other_Faults
1200,391,420,1312199,1312217,129,48,35,16308,112,150,1368,1,0,80,0.5716,0.7529,0.6207,0.0212,0.6042,0.5143,0.0,-0.3793,-0.0124,0.8123,Bumps
923,368,380,484193,484208,138,17,16,15501,91,135,1690,1,0,60,0.4355,0.2333,0.8,0.0071,0.7059,0.9375,1.0,0.2,-0.1225,0.3068,Bumps
889,99,115,203973,203987,106,25,16,12782,108,134,1362,1,0,80,0.1454,0.5268,0.875,0.0117,0.64,0.875,0.0,-0.125,-0.0579,0.3725,Bumps
310,4,17,2445033,2445050,97,19,17,5940,47,77,1358,1,0,70,0.0059,0.5611,0.7647,0.0096,0.6842,1.0,1.0,0.2353,-0.5216,0.3678,Z_Scratch
588,39,190,799788,799848,5817,212,131,598890,49,124,1358,0,1,40,0.0574,0.358,0.3974,0.1112,0.7123,0.458,0.0,-0.6026,-0.1957,1.0,K_Scatch
1365,1033,1050,181432,181441,75,28,15,10500,134,149,1664,0,1,40,0.738,0.5098,0.5294,0.0102,0.6071,0.6,0.0,-0.4706,0.0938,0.2699,Other_Faults
1236,1067,1103,4532922,4532948,364,99,60,41956,99,133,1358,1,0,100,0.3756,0.6111,0.7222,0.0265,0.3636,0.4333,0.0,-0.2778,-0.0995,0.9856,Bumps
1197,778,800,534067,534079,104,31,17,10675,89,124,1368,1,0,80,0.8304,0.6061,0.5454,0.0161,0.7097,0.7059,0.0,-0.4545,-0.1981,0.4366,Bumps
289,73,92,1964561,1964591,318,36,33,31789,85,124,1354,1,0,70,0.1078,0.4421,0.6333,0.014,0.5278,0.9091,1.0,0.3667,-0.219,0.8563,Z_Scratch
567,121,159,473414,473430,229,51,31,28034,116,135,1358,0,1,40,0.1782,0.6234,0.4211,0.028,0.7451,0.5161,0.0,-0.5789,-0.0436,0.8848,K_Scatch
78,124,140,2377039,2377320,2643,165,285,300024,64,140,1400,0,1,40,0.1771,0.4121,0.0569,0.0114,0.097,0.986,1.0,0.9431,-0.1132,1.0,Pastry
1519,1365,1374,4174907,4174926,115,9,19,9441,44,109,1387,0,1,50,0.0188,0.3275,0.4737,0.0065,1.0,1.0,1.0,0.5263,-0.3586,0.2942,Other_Faults
388,236,249,64701,64720,175,13,19,18625,61,126,1373,0,1,40,0.3438,0.2915,0.6842,0.0095,1.0,1.0,1.0,0.3158,-0.1685,0.4089,K_Scatch
752,752,759,1378585,1378588,15,7,3,1923,123,141,1360,0,1,50,0.8838,0.2857,0.4286,0.0052,1.0,1.0,0.0,-0.5714,0.0016,0.133,Stains
1389,395,443,2258772,2258779,226,50,18,25843,106,126,1360,0,1,40,0.5809,0.3274,0.1458,0.0353,0.96,0.3889,0.0,-0.8542,-0.1066,0.556,Other_Faults
1127,1283,1297,324225,324243,140,22,19,16020,105,126,1358,0,1,40,0.0898,0.4444,0.7778,0.0103,0.6364,0.9474,1.0,0.2222,-0.106,0.417,Bumps
678,39,216,2662735,2662807,6664,328,172,690169,33,124,1358,0,1,40,0.0574,0.4771,0.4068,0.1303,0.5396,0.4186,0.0,-0.5932,-0.1909,1.0,K_Scatch
1296,7,19,375592,375611,199,12,19,20323,74,127,1687,0,1,200,0.0083,0.1272,0.6316,0.0071,1.0,1.0,1.0,0.3684,-0.2021,0.3787,Other_Faults
513,39,191,2399992,2400148,8457,636,383,971036,38,141,1400,0,1,40,0.0557,0.6434,0.9744,0.1086,0.239,0.4073,1.0,0.0256,-0.103,1.0,K_Scatch
1624,102,119,1446788,1446835,409,65,53,47513,103,132,1654,1,0,70,0.1233,0.4881,0.3617,0.0103,0.2615,0.8868,1.0,0.6383,-0.0924,0.9648,Other_Faults
652,41,213,2119822,2119881,6025,283,147,624180,39,124,1360,0,1,40,0.0603,0.4063,0.343,0.1265,0.6078,0.4014,0.0,-0.657,-0.1906,1.0,K_Scatch
711,85,209,7275798,7275852,4239,150,76,456305,65,127,1358,0,1,40,0.1252,0.3669,0.4355,0.0913,0.8267,0.7105,0.0,-0.5645,-0.159,1.0,K_Scatch
1787,1246,1267,260406,260425,235,36,23,23782,87,119,1356,0,1,40,0.1313,0.411,0.9048,0.0155,0.5833,0.8261,0.0,-0.0952,-0.2094,0.6559,Other_Faults
1655,1073,1078,372724,372744,73,15,20,8836,110,134,1356,0,1,175,0.41,0.27,0.25,0.0037,0.3333,1.0,1.0,0.75,-0.0544,0.2061,Other_Faults
93,1265,1278,31580,31602,211,18,22,17820,49,109,1364,0,1,100,0.1261,0.2622,0.5909,0.0095,0.7222,1.0,1.0,0.4091,-0.3402,0.4729,Pastry
1802,1089,1098,902188,902203,73,12,16,6996,80,124,1360,1,0,300,0.3853,0.4593,0.6,0.0066,0.75,0.9375,1.0,0.4,-0.2513,0.2469,Other_Faults
1388,525,565,2235737,2235743,130,44,17,15364,109,127,1362,0,1,40,0.7709,0.4583,0.15,0.0294,0.9091,0.3529,0.0,-0.85,-0.0767,0.3977,Other_Faults
1314,1206,1214,308931,308956,134,12,25,14838,100,119,1353,0,1,185,0.2055,0.33,0.32,0.0059,0.6667,1.0,1.0,0.68,-0.1349,0.3359,Other_Faults
468,39,188,1597511,1597679,13612,579,357,1577022,30,141,1400,0,1,40,0.0557,0.4562,0.8869,0.1064,0.2573,0.4706,1.0,0.1131,-0.0949,1.0,K_Scatch
1850,217,225,199985,200008,117,19,24,16891,135,156,1353,0,1,100,0.3208,0.3641,0.3478,0.0059,0.4211,0.9583,1.0,0.6522,0.1279,0.3125,Other_Faults
657,39,211,2212076,2212144,6249,263,137,649801,39,124,1358,0,1,40,0.0574,0.4657,0.3954,0.1267,0.654,0.4963,0.0,-0.6047,-0.1876,1.0,K_Scatch
894,1297,1305,817238,817245,46,8,8,5226,97,133,1690,1,0,60,0.4556,0.1786,0.875,0.0047,1.0,0.875,0.0,-0.125,-0.1124,0.1622,Bumps
406,41,220,663618,663832,17825,790,539,2155523,24,143,1400,0,1,40,0.0586,0.5347,0.8364,0.1279,0.2266,0.397,1.0,0.1636,-0.0553,1.0,K_Scatch
735,243,370,3658370,3658511,7639,462,260,819375,40,135,1666,0,1,40,0.2917,0.5734,0.9007,0.0762,0.2749,0.5423,1.0,0.0993,-0.162,1.0,K_Scatch
1086,1110,1126,4349724,4349745,220,19,21,27851,115,140,1666,0,1,40,0.6483,0.3452,0.7619,0.0096,0.8421,1.0,1.0,0.2381,-0.011,0.556,Bumps
1662,899,906,844907,844932,139,14,25,16593,108,133,1356,0,1,40,0.6637,0.2057,0.28,0.0052,0.5,1.0,1.0,0.72,-0.0674,0.2998,Other_Faults
1227,1078,1098,3996148,3996170,152,37,35,17532,100,132,1364,1,0,80,0.39,0.6546,0.9091,0.0147,0.5405,0.6286,1.0,0.0909,-0.0989,0.7147,Bumps
1504,294,340,497209,497529,4860,406,366,552220,96,133,1353,0,1,300,0.4346,0.6698,0.1437,0.034,0.1133,0.8743,1.0,0.8562,-0.1123,1.0,Other_Faults
1731,13,25,1122694,1122712,127,15,19,14830,111,127,1373,0,1,40,0.0189,0.412,0.6667,0.0087,0.8,0.9474,1.0,0.3333,-0.0877,0.3601,Other_Faults
1361,301,340,903475,903521,1228,69,64,124716,55,126,1666,0,1,40,0.3613,0.3155,0.8478,0.0234,0.5652,0.7188,1.0,0.1522,-0.2066,0.9999,Other_Faults
714,80,210,7318386,7318440,4071,177,99,439881,56,127,1360,0,1,40,0.1177,0.4201,0.4154,0.0956,0.7345,0.5454,0.0,-0.5846,-0.1558,1.0,K_Scatch
272,49,75,1736811,1736822,120,31,18,12834,90,125,1356,1,0,70,0.0723,0.5804,0.4231,0.0192,0.8387,0.6111,0.0,-0.5769,-0.1645,0.4729,Z_Scratch
337,181,230,1566427,1566453,312,73,48,40573,122,141,1360,0,1,40,0.2662,0.7551,0.5306,0.036,0.6712,0.5417,0.0,-0.4694,0.0159,0.9985,Z_Scratch
154,14,23,1461247,1461302,265,47,56,34055,106,156,1358,1,0,70,0.0206,0.4647,0.1636,0.0066,0.1915,0.9821,1.0,0.8364,0.004,0.7833,Pastry
521,39,181,2563319,2563376,5261,190,107,553974,46,127,1400,0,1,40,0.0557,0.35,0.4014,0.1014,0.7474,0.5327,0.0,-0.5986,-0.1774,1.0,K_Scatch
866,38,49,735612,735624,113,11,12,12652,93,130,1707,1,0,100,0.0445,0.1439,0.9167,0.0064,1.0,1.0,1.0,0.0833,-0.1253,0.2432,Bumps
825,1327,1332,1738096,1738114,72,15,18,8542,111,132,1358,0,1,40,0.0383,0.2,0.2778,0.0037,0.3333,1.0,1.0,0.7222,-0.0731,0.1954,Dirtiness
737,836,878,2150529,2150756,5390,297,258,635678,9,143,1362,0,1,40,0.7107,0.4347,0.185,0.0308,0.1414,0.8798,1.0,0.815,-0.0786,1.0,K_Scatch
1,645,651,2538079,2538108,108,10,30,11397,84,123,1687,1,0,80,0.7647,0.3793,0.2069,0.0036,0.6,0.9667,1.0,0.7931,-0.1756,0.2984,Pastry
949,1680,1689,990614,990624,68,10,10,3507,21,82,1692,1,0,70,0.0036,0.2444,0.9,0.0053,0.9,1.0,1.0,0.1,-0.5971,0.1954,Bumps
896,1307,1314,968156,968164,35,9,9,4108,102,132,1692,1,0,60,0.4468,0.375,0.875,0.0041,0.7778,0.8889,1.0,0.125,-0.083,0.1622,Bumps
1656,296,310,1731318,1731347,224,34,30,26255,108,127,1690,0,1,70,0.3503,0.4483,0.4828,0.0083,0.4118,0.9667,1.0,0.5172,-0.0843,0.6663,Other_Faults
682,41,213,2740809,2740889,6532,356,186,685717,43,134,1358,0,1,40,0.0604,0.5253,0.4651,0.1267,0.4832,0.4301,0.0,-0.5349,-0.1799,1.0,K_Scatch
248,165,176,1373431,1373442,52,17,13,5376,95,111,1358,1,0,70,0.243,0.5702,1.0,0.0081,0.6471,0.8461,0.5,0.0,-0.1923,0.23,Z_Scratch
638,39,216,1945941,1946007,7038,262,133,735371,42,126,1358,0,1,40,0.0574,0.3975,0.3729,0.1303,0.6756,0.4962,0.0,-0.6271,-0.1837,1.0,K_Scatch
215,244,275,923170,923211,709,84,55,83627,105,132,1352,1,0,70,0.3609,0.4422,0.7561,0.0229,0.369,0.7455,1.0,0.2439,-0.0785,0.9984,Z_Scratch
283,98,108,1889430,1889440,51,15,10,5546,99,124,1356,1,0,70,0.1445,0.49,1.0,0.0074,0.6667,1.0,0.5,0.0,-0.1504,0.2061,Z_Scratch
1219,1061,1082,3420976,3420988,118,28,16,11084,82,111,1366,1,0,80,0.4158,0.5318,0.5714,0.0154,0.75,0.75,0.0,-0.4286,-0.2661,0.417,Bumps
1474,1123,1137,11066410,11066424,143,20,14,16288,96,127,1362,0,1,40,0.3304,0.2704,1.0,0.0103,0.7,1.0,0.5,0.0,-0.1101,0.33,Other_Faults
1493,1568,1584,195161,195188,192,44,28,24070,112,140,1692,0,1,300,0.1277,0.5556,0.5926,0.0095,0.3636,0.9643,1.0,0.4074,-0.0206,0.7037,Other_Faults
908,973,986,2563697,2563708,93,14,11,9363,75,119,1690,1,0,60,0.8331,0.3496,0.8461,0.0077,0.9286,1.0,0.0,-0.1539,-0.2135,0.257,Bumps
1414,299,307,853625,853638,85,12,13,10892,115,140,1687,1,0,100,0.3545,0.1827,0.6154,0.0047,0.6667,1.0,1.0,0.3846,0.0011,0.2105,Other_Faults
1484,235,251,103892,103932,297,48,42,28658,89,108,1692,0,1,300,0.2778,0.5359,0.4,0.0095,0.3333,0.9524,1.0,0.6,-0.2462,0.9048,Other_Faults
1719,1368,1378,929571,929600,205,14,34,21556,92,119,1387,0,1,40,0.013,0.2931,0.3448,0.0072,0.7143,0.8529,1.0,0.6552,-0.1785,0.4796,Other_Faults
1319,798,808,225718,225742,170,23,24,21545,118,141,1370,0,1,40,0.8204,0.2917,0.4167,0.0073,0.4348,1.0,1.0,0.5833,-0.0099,0.3977,Other_Faults
466,39,200,1576208,1576347,10796,572,363,1245388,38,141,1402,0,1,40,0.0556,0.5176,0.8633,0.1148,0.2815,0.3829,0.0,-0.1366,-0.0988,1.0,K_Scatch
1007,557,567,1130873,1130901,171,23,28,17836,92,124,1360,1,0,100,0.8191,0.3893,0.3571,0.0074,0.4348,1.0,1.0,0.6429,-0.1851,0.463,Bumps
